artist,song,duration (seconds),loudness,beats-per-minute,end-of-fade-in (sec),start_of_fade_out (sec),familiarity,buzz,terms
Mariano Yanani,Air_ Siote No. 3 (J.S. Bach),191.42485,-16.41,111.903,3.204,186.648,0.379734512,0.3138661,lullaby
Rikk Agnew,Everyday,269.40036,-7.594,154.286,0.316,255.466,0.467955066,0.324597715,alternative rock
Eminem,Ricky Ticky Toc,171.72853,-5.92,86.007,0.067,167.445,0.871010614,0.804830428,hip hop
Malkit Singh,Mana Laina Chahida,337.60608,-13.891,127.582,0.296,328.081,0.483243067,0.324430892,broken beat
Barry Manilow,Come Monday,235.96363,-3.723,98.001,0,228.119,0.676755655,0.543706051,soft rock
Carlos Baute,Angelito (Directo 09),211.46077,-4.392,109.982,0,211.461,0.603843765,0.512812103,cumbia
Marga Gomez,Hot Dental Supplies,95.73832,-14.218,78.139,0,95.738,0.310776523,0.228428667,comedy
Dexys Midnight Runners,Until I Believe In My Soul,434.88608,-8.844,84.437,0,426.516,0.679793556,0.489458259,folk rock
Jean-Jacques Goldman,LA -Bas,501.05424,-8.508,148.642,0,501.054,0.617421407,0.449253877,chanson
Etienne de CrA(c)cyA,DA(c)stockage massif (with Alex Gopher),215.84934,-8.178,115.862,0,215.849,0.648692286,0.393369406,deep house
T-la Rock,Back To Burn,151.61424,-6.265,197.152,0,151.614,0.509512016,0.291183521,hip hop
Kent,Ingenting,257.74975,-6.421,120.008,0.476,239.816,0.700570065,0.487595648,post-grunge
Silent Stream Of Godless Elegy,Theme III,50.1024,-16.468,162.676,4.394,50.102,0.543247116,0.362398213,doom metal
Stiff Meat,Lonely,240.29995,-6.735,166.124,0.166,226.482,0.164853301,0,melbourne
Sonora Santanera,Estoy Pensando En TA,168.46322,-11.106,105.459,0.276,164.653,0.487356791,0.343428378,salsa
Asterisk*,Iron-head: Palestine,41.84771,-4.439,197.831,0.16,41.848,0.426947812,0.294726876,hard trance
Jimi Hendrix,Voodoo Chile Blues,528.14322,-12.797,175.663,0.38,514.049,0.840963901,0.587869152,blues-rock
Dr. Elmo,Grandma's Spending Christmas with the Superstars,185.5473,-16.241,106.127,0,167.549,0.475721567,0.398373123,parody
Tommy Castro,Sho' Enough,240.27383,-9.31,122.019,0.415,236.495,0.572616246,0.415582881,electric blues
Les Ogres De Barback,L'education du corps des porcs,287.242,-5.612,149.591,0,272.62,0.652367864,0.437964733,chanson
Panzer AG,WHEN I AM YOU,305.05751,-3.382,120.042,0,305.057,0.588608087,0.373611112,industrial dance
Rodney O & Joe Cooley,Murda',230.84363,-16.376,90.071,0.34,215.742,0.415784608,0.307902094,miami bass
Gus Cannon,Big Railroad Blues,197.0673,-20.832,116.539,0.293,189.684,0.372052,0.245472718,trip hop
Suicide,Do It Nice,323.94404,-13.753,130.826,0.578,318.624,0.710269167,0.394908897,experimental rock
William Orbit,The Monkey King,315.01016,-34.703,95.869,0.308,293.135,0.674970293,0.424953084,progressive house
Point Of Grace,Amazing (LP Version),294.08608,-6.477,125.95,0,285.838,0.673325231,0.537106284,ccm
Jack Johnson,You And Your Heart,196.20526,-7.045,107.042,0.334,179.664,0.832011771,0.677482479,rock
Lee Ritenour,Can You Feel It?,321.56689,-11.241,93.848,0,304.408,0.632008013,0.144684661,instrumental pop
Max Melvin,Someday,262.79138,-9.199,100.01,3.767,252.302,0.468080669,0.344290296,downtempo
Plagia,Floripa,354.11546,-12.611,132.002,0.171,348.508,0.44576364,0,ghetto tech
La Portuaria,Hasta El Final,224.91383,-7.29,122.026,0.253,217.205,0.522888132,0.30571906,disco
Hollywood Bowl Orchestra / John Mauceri,John Dunbar Theme [Dances with Wolves],147.64363,-19.76,111.267,0.308,132.093,0.293889992,0,los angeles
Rainer Bielfeldt,Gewisse Leute,192.73098,-14.393,106.07,0.292,184.291,0.407448072,0,chanson
Sylvester Weaver,Guitar Rag,181.18485,-20.444,110.691,0.549,175.926,0.370466464,0.324370661,country blues
Blue October,My Never,225.67138,-12.637,103.647,0,211.656,0.778534708,0.490768669,post-grunge
X,Motel Room In My Bed (LP Version),160.07791,-6.671,122.495,0.331,157.217,0.704093947,0.410743578,heavy metal
Jimi Hendrix,Fire,192.23465,-6.216,167.263,0,187.826,0.840963901,0.587869152,blues-rock
Intars Busulis,???????,200.46322,-4.003,133.981,0,192.157,0.408850475,0.338992803,experimental pop
Jedi Mind Tricks,Brute Force II,240.06485,-7.359,87.005,3.64,226.871,0.611933956,0.37235087,hip hop
Broadcast,One Hour Empire,102.94812,-7.42,161.196,0.316,97.263,0.691850737,0.467885511,dream pop
Fiona,No More Lonely Nights,227.5522,-5.355,64.734,0.125,227.552,0.513467522,0.383677983,chinese music
Carl Crack,Dogon,256.70485,-12.891,51.265,0.311,246.184,0.379218061,0.294789904,broken beat
France D'Amour,Ma soeur,226.06322,-8.26,103.427,3.64,221.234,0.475430774,0.305579278,dance rock
Phil Collins,Welcome,216.92036,-8.238,123.943,0.2,209.572,0.655921418,0.578301634,soft rock
Teena Marie,Light,78.96771,-21.997,59.253,2.218,71.21,0.621414328,0.443930193,disco
Mindless Self Indulgence,Never Wanted to Dance (Live In London),222.14485,-4.487,182.98,0.328,212.161,0.819132291,0.485881459,rap metal
Ray Charles,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),87.06567,-16.077,97.302,0,79.168,0.75990954,0.673207275,blues
Laurindo Almeida,Pega Joso,201.03791,-19.87,128.664,0,191.466,0.560256829,0.341904574,latin jazz
Mandi,Pieni Maailma,200.59383,-6.572,113.063,0.322,194.815,0.639568998,0.295501622,pop folk
The Color Red,Cleansing,216.05832,-4.773,157.001,0.113,206.878,0.483388547,0.37368526,post-grunge
Jim Bryson,Somewhere Else,232.80281,-7.716,98.623,0.206,220.317,0.519246036,0.427816989,singer-songwriter
IrreversAveis,Os Dois IrreversAveis,254.82404,-7.632,104.02,1.437,248.512,0.268834253,0,rock
Information Society,More to This,233.42975,-6.209,220.031,0.102,225.495,0.567510986,0.430897609,freestyle
Marcie Blane,Ragtime Sound,138.29179,-8.882,103.189,0.16,132.197,0.421181869,0.304911912,doo-wop
Curtis Mayfield,This Year (ReMastered),225.67138,-15.314,94.672,5.526,215.696,0.786921231,0.495306693,chicago soul
PMD,The Awakening (Clean),214.02077,-10.69,115.949,0.972,200.162,0.480806282,0.397467636,hip hop
Alain Morisod,Besame Mucho,245.44608,-9.472,117.993,3.489,235.282,0.353712386,0.294161882,chill-out
Tom Cochrane,What's In You?,227.60444,-12.172,137.149,0.351,204.788,0.590360325,0.371786734,heartland rock
Gold City,It Came Upon The Midnight Clear,173.66159,-10.786,145.16,0.276,164.281,0.596189938,0.396521303,southern gospel
Foo Fighters,X-Static,253.49179,-7.986,101.544,1.03,243.188,0.839275393,0.550762085,grunge
U2,Vertigo,451.44771,-4.833,130.013,0,444.418,0.843526543,0.750311503,dance rock
Roy Drusky,Country Rose,138.84036,-17.772,103.053,3.466,133.869,0.378347969,0.3065186,country rock
SAF,Skopska situacija,317.54404,-10.575,82.634,0.223,312.645,0.467583201,0.278960162,hardcore hip hop
Pursuit Of Happiness,Hard To Laugh,159.60771,-9.224,125.1,0.403,153.925,0.508676201,0.377888131,power pop
Jane Winther,Deep Voices,164.98893,-24.773,21.438,4.238,164.989,0.31739138,0.345284773,meditation
Gym Class Heroes,New Friend Request (Amended Version),254.51057,-4.952,91.97,0.125,241.458,0.906619152,0.563403566,hip hop
Xmilk,Why,100.8322,-3.8,146.454,0,97.274,0.4621406,0.32138373,thrash core
Mario Rosenstock,Smoke,44.19873,-17.472,79.05,0,44.199,0.334542784,0.049034381,irish
Jape Squad,Bus Monkeys,267.33669,-5.967,89.696,0.392,263.343,0.483854637,0.248299798,melbourne
Frankee,Gotta Man,149.99465,-9.035,110.768,0.223,147.18,0.635606117,0.371777228,hard trance
Williamson,Time You'll Never Get Back,354.06322,-11.96,105.982,0.067,336.202,0.478770834,0.327875295,neofolk
Operator,Soulcrusher (Amended Album Version),213.55057,-5.15,135.958,0.374,208.962,0.621587525,0.401936415,post-grunge
The Stooges,T.V. Eye (Take 3),328.9073,-6.862,132.595,0,324.156,0.732603394,0.497050959,experimental rock
Dntel,A Machine and a Memory Keeps You Alive,252.86485,-15.644,93.32,0,248.471,0.697434586,0.477798988,glitch
David Meece,Some People They Never Believe (LP Version),203.83302,-13.341,126.555,0,198.798,0.470414614,0.310298996,ccm
Harvey Averne,Why Can't We Really Be Free,185.20771,-15.605,89.848,0.595,175.102,0.414385653,0.276997485,boogaloo
Tyrone Taylor,Members Only,223.50322,-7.64,165.271,0,218.482,0.432074796,0.299392787,lovers rock
Shanadoo,King Kong,225.20118,-3.198,142.946,0.104,219.649,0.545803433,0.336141578,europop
Kaija Koo,Savu hA$?lvenee,192.26077,-8.228,155.049,2.067,188.111,0.50087616,0.379228069,humppa
Snow Patrol,Chasing Cars,268.95628,-6.621,106.002,1.332,261.265,0.818319359,0.667294596,indie rock
Erik Berglund,All I Ask Of You,253.04771,-8.274,66.595,0.351,242.091,0.377034085,0.336191156,folk-pop
GA1/4nter Noris,Tigerauge Rock,180.79302,-11.19,92.277,0,180.793,0.059626097,0,beat
Moonspell,Tired,323.7873,-6.994,122,14.518,301.552,0.722570574,0.499826314,sympho black metal
Chico Hamilton,Autumn In New York,200.28036,-29.692,110.167,0,185.22,0.598739119,0.351675722,jazz funk
Finntroll,Grottans Barn,276.45342,-6.51,150.012,0,267.476,0.636436672,0.429097812,heavy metal
RUN-DMC,King Of Rock,446.32771,-5.19,98,0.119,441.347,0.686988955,0.606630152,hip hop
AndrA(c)a,It's Not Whatcha Got (Fondling Club Mix),288.20853,-8.341,127.882,0,277.2,0.574053588,0.355107487,italian disco
Placebo,Where Is My Mind (XFM Live Version),223.92118,-6.465,84.956,0,218.117,0.804523521,0.586433379,british pop
Heaven 17,Resurrection Man,242.28526,-10.481,152.02,0.16,230.284,0.630928608,0.461558452,new romantic
Azukx,Lift (Joi Blarneyformasian),295.94077,-8.637,120.954,0.229,272.387,0.325913065,0,hardstyle
Queens Of The Stone Age,This Lullaby,82.85995,-19.368,159.212,0.172,80.167,0.798645179,0.552413346,stoner metal
Steve Azar,Indianola,274.46812,-10.164,116.829,0.062,253.626,0.550874225,0.394345275,tech house
Chris Farlowe,Paperman_ Fly In The Sky - Original,165.51138,-11.854,177.598,0.138,154.569,0.543393231,0.338575027,blue-eyed soul
The Suicide Machines,Your Silence,170.84036,-2.323,145.18,0,167.277,0.668674533,0.467538444,ska punk
Orquesta Broadway,El Termometro,170.23955,-9.89,91.488,0.384,164.943,0.398858713,0.341061399,charanga
Kenny Neal,Since I Met You Baby,295.1571,-11.777,85.006,0.351,281.931,0.505847111,0.383010328,swamp blues
MC5,Looking At You (Cody High School),413.33506,-11.74,165.294,0.235,408.874,0.654860822,0.45146606,garage rock
Ghorwane,Matarlatanta,343.40526,-12.354,78.666,0,321.875,0.430721866,0,marrabenta
Nichols,Dirty tarraxa 2 (feat. Neuza),188.49914,-5.477,85.94,0,180.767,0.616312991,0.308787656,zouk
Francis Dunnery,The Ava Song,257.20118,-7.884,101.663,0.125,238.904,0.54858513,0.383524247,singer-songwriter
Julien Clerc,Comme Si C'A(c)tait Doux,107.28444,-15.404,79.042,0.125,107.284,0.58547954,0.364384925,chanson
Ennio Morricone,S.O.S.la Fine (Reprise 2,228.49261,-18.086,110.674,7.918,214.756,0.736440741,0.526846925,easy listening
Vaselines,Teenage Superstars (Album),207.17669,-6.186,189.825,0.299,198.089,0.606351652,0.417819091,twee pop
Beto Cuevas,Mentira,259.52608,-16.765,140.056,0.096,244.233,0.627375834,0.364629908,indietronica
Catia Werneck,Himalaya Dreams,226.66404,-13.397,84.72,0.136,218.54,0.49386031,0.351679771,bossa nova
Dimmu Borgir,The Fundamental Alienation,317.36118,-4.061,112.277,0,299.508,0.826075467,0.599602643,black metal
Off Broadway,Bully Bully (LP Version),244.87138,-10.815,120.521,0.194,240.536,0.586154418,0.341259912,power pop
Bill & Gloria Gaither,Holy Ground (Homecoming Hymns Version),318.45832,-11.58,71.533,0.287,309.267,0.426882762,0.333303418,country gospel
HA(c)lio Ziskind,Era um dia desses,105.42975,-17.13,101.624,0.194,96.078,0.351269291,0,banda
Pumpkin Buzzard,Hard Pure,228.0224,-6.828,118.796,4.232,228.022,0.391108885,0.240098406,happy hardcore
Memphis Minnie,Pig Meat On The Line,156.42077,-20.174,136.821,0.229,149.014,0.588571842,0.360644227,country blues
Steel Pulse,We Can Do It,237.45261,-13.486,158.57,5.317,218.506,0.698452539,0.502974636,roots reggae
Mississippi John Hurt,Waiting For You (I Forgive You Before I Go),271.22893,-10.913,80.864,0.397,268.301,0.625067009,0.401098465,delta blues
Caspa,Back to '93,371.64363,-8.559,93.33,0,365.772,0.657578621,0.422364008,dubstep
Pacha Massive,Take The Wheel,211.17342,-8.328,102.009,0.415,187.728,0.590818773,0.420945486,trip hop
Kardinal Offishall / Keri Hilson,Numba 1 (Tide Is High),224.28689,-3.963,130.136,0,224.287,0.552575876,0.522822342,dancehall
THE COOKIES,Chains (LP Version),149.18485,-7.848,120.183,0.214,143.941,0.113542933,0.312827767,cantonese pop
Peppermint Creeps,Bastard,153.93914,-5.745,186.128,0,149.09,0.430452961,0.335469462,glam rock
M Sane,"Unda Da Influence"" (Snippets)",126.87628,-6.962,173.221,0,123.699,0.034506436,0,san francisco bay area
Oesch's die Dritten,Der weisse Mond von Maratonga,209.97179,-7.094,93.265,0.386,200.446,0.257251522,0.138461596,folk
The Grip Weeds,Melancholia,206.18404,-5.851,128.399,0.113,203.273,0.529794862,0.328236584,glam rock
Alice In Chains,Sickman,329.37751,-5.626,150.077,0.079,319.24,0.79633706,0.582921577,grunge
Vanessa Daou,Smoke,167.6273,-14.904,123.094,0.189,156.497,0.570825323,0.403588238,chill-out
Dark Fortress,The Silver Gate,409.96526,-2.93,116.49,0.49,391.872,0.633932726,0.4165294,sympho black metal
Gloria,If Music Be The Food Of Love,130.92526,-13.391,93.119,0.107,123.687,0.674023156,0.441537879,smooth jazz
Wilshire,Special,184.37179,-3.663,130.12,2.624,169.912,0.450562133,0.291451821,ccm
Legacy Five,Out Of My Darkness,189.07383,-8.885,90.033,0.148,178.335,0.488237366,0.367355344,country gospel
Seal,Prayer For The Dying (Album Version),330.26567,-7.294,133.155,3.21,307.084,0.567313224,0.580013183,dance pop
Sir Neville Marriner,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),220.05506,-25.585,0,2.856,193.643,0.430024987,0.353034056,requiem
Nickelback,Follow You Home (Album Version),260.33587,-3.693,140.027,0.352,252.819,0.847451713,0.779968005,alternative metal
AngA(c)lica MarAa,Una Sopita De Tu Propio Chocolate,171.2322,-11.101,114.045,0.16,168.275,0.437889503,0.309901683,los angeles
Chris Standring,Say What!?!,269.322,-9.041,140.044,0.212,250.363,0.564710159,0.415937641,smooth jazz
Mons Leidvin Takle,Blott En Dag,180.37506,-16.067,60.509,1.52,173.169,0.221726078,0.282402199,lullaby
Nicholas Hooper,The Sirius Deception (Album Version),154.38322,-19.751,98.509,2.781,136.725,0.572943396,0.435808285,soundtrack
The Ocean,Catharsis Of A Heretic,128.83546,-8.966,139.972,0,116.599,0.636418948,0.465499679,sludge metal
Los Solitarios,Verdad Amarga,168.12363,-14.058,94.994,0.138,153.734,0.488160852,0.29911258,screamo
Glen Washington,Your Love,234.68363,-14.213,102.605,0,230.017,0.512740226,0.301246881,lovers rock
Anti-Flag,Spaz's House Destruction Party,184.05832,-6.547,131.121,0.189,175.676,0.844039532,0.524378988,oi
Josh Groban,Mai [Live],282.85342,-7.341,125.958,7.941,282.853,0.765357013,0.755149913,pop rock
Josh White,This Heart Of Mine,178.75546,-21.858,163.083,0.752,173.801,0.490586402,0.351022621,delta blues
The Paynes,When He Was On The Cross (I Was On His Mind),310.20363,-12.634,115.919,0.189,301.529,0.429127119,0,southern gospel
Bacilos,Lo Mismo Que Yo (Bonus Track),247.71873,-8.64,80.996,2.339,239.229,0.595554054,0.400705227,vallenato
4Him,Wings,241.97179,-9.295,171.329,3.431,227.91,0.565089892,0.448593803,ccm
Scalplock,Pedagogy for the Oppressed (Album Version),114.02404,-8.502,75.889,3.518,106.173,0.303675508,0.293321125,grindcore
Erkki Junkkarinen,Rakkautta KAPAPpenhaminassa - FAPrA$?lskad i KAPpenhamn -,165.53751,-11.126,101.272,3.587,162.76,0.404499596,0.331642439,humppa
Juggler,How It Feels,231.94077,-14.1,140.019,0,228.194,0.44771445,0.315065605,ragga jungle
Lee Ritenour,Keep It Alive,291.83955,-14.199,82.733,0.484,274.419,0.632008013,0.144684661,instrumental pop
Cursed,Pariah,74.68363,-3.599,104.805,0,74.684,0.591562633,0.407239716,hardcore punk
The Fever,Bye Bye Betty Blue,194.45506,-4.533,84.461,0,188.082,0.588769029,0.339404989,dance-punk
KRS-One,Getaway,187.24526,-5.73,109.072,0,187.245,0.730246319,0.520489571,hip hop
Washboard Sam,Come On In,162.87302,-16.055,174.609,0.386,156.34,0.505784763,0.326750334,delta blues
Semisonic,Secret Smile,280.00608,-9.429,99.059,0.148,265.346,0.7127449,0.47070039,post-grunge
Carlos Vives,Si Es Que Te Vas,262.24281,-8.285,130.513,0.218,255.176,0.620963981,0.413254694,vallenato
Vanessa Bell Armstrong,Greater,419.68281,-5.251,93.924,0,410.035,0.573843116,0.408646827,gospel
Information Society,Hack 1/Charlie X,211.9571,-11.331,120.583,0,207.853,0.567510986,0.430897609,freestyle
Tito Rodriguez_ Louie Ramirez,La Piel de Tu Alma,244.27057,-16.375,162.984,0.664,237.25,0.412867488,0.23869635,mambo
Margaret Smith,Disciplinarian,46.86322,-17.532,111.006,0,43.027,0.404197926,0.299656226,stand-up comedy
Wilks featuring doniki,Fly to zion,255.00689,-10.791,170.702,0.299,240.756,0.351182454,0.080166939,hip hop
Carlos Baute,Estas hecha para mi (Directo 09),214.09914,-4.678,113.966,0,214.099,0.603843765,0.512812103,cumbia
The Pineapple Thief,Boxing Day,233.66485,-11.104,160.052,0,219.794,0.587466437,0.485198263,neo-progressive
Blind Blake & The Royal Victoria Hotel Calypsos,Bahama Lullaby,161.74975,-9.23,110.603,0,156.143,0.521712214,0.351345077,country blues
John Tchicai,Musica Sacra Nova: Morgen I Frydenlund,250.72281,-22.088,158.982,0.154,235.961,0.405923907,0.281396284,free jazz
Toots Thielemans,Le Temps Des Cerises,109.16526,-19.736,63.334,0.235,98.081,0.641172818,0.43676907,latin jazz
Tad,Stumblin' Man (Album),215.43138,-12.067,157.532,0.195,212.927,0.595166585,0.398908898,grunge
Ultimate Fakebook,This Will Be Laughing Week,116.4273,-9.873,130.815,0.09,107.7,0.491695071,0.326429668,power pop
Susana Seivane,Mazurcas das RAas Baixas,294.05995,-14.467,150.782,0,265.52,0.352212817,0.297949266,gaita
Oztara,ValA(c)rie,401.97179,-7.121,132.188,0.369,396.295,0.450877778,0.313171602,musette
Black Eyed Peas / Les Nubians / Mos Def,On My Own,235.10159,-6.618,94.993,0,211.574,0.845601887,1.005941966,hip hop
Kraftwerk,Elektro Kardiogramm (Live),283.24526,-9.805,126.007,2.601,275.934,0.74151813,0.52041211,electronic
The Frequency,Ego is the drug/3am,1054.37995,-11.906,246.5,0.207,1035.796,0.568427347,0.335041777,chill-out
Giorgos Tsalikis,Apotoma,31.42485,-12.483,123.709,0,31.425,0.240387119,0,pop folk
Ziggy Marley And The Melody Makers,What's True,207.20281,-14.799,154.603,0.166,203.244,0.750479817,0.538491128,reggae
MDO,Tonight_ Te AmarA(c),211.74812,-5.184,216.196,0.142,199.848,0.584989173,0.344405445,teen pop
Leigh Jones,Have It Your Way,279.74485,-9.027,172.35,0,272.747,0.593119272,0.37300074,neo soul
Between The Buried And Me,Foam Born (A) The Backtrack (Album Version),133.82485,-8.06,120.663,0.456,133.825,0.840590438,0.546545162,alternative metal
Tania Maria,Vem Pr'a Roda,267.67628,-10.96,176.349,6.24,260.946,0.606885311,0.397594324,latin jazz
DJ Quik,Pitch In OnA Party,247.562,-6.57,106.435,0.188,243.287,0.712098902,0.413393911,gangster rap
Massiel,AcordeA3n,192.20853,-7.012,141.681,0,188.349,0.475142471,0.290835364,europop
Yahir,El Amor (Version Nortena),239.67302,-7.345,151.869,2.873,229.593,0.598636434,0.454848369,brutal death metal
Micachu,Just In Case,166.42567,-8.107,117.368,0,162.058,0.651583436,0.405025455,grime
Static-X,Love Dump (Clean Album Version),259.63057,-7.295,130.098,4.708,257.295,0.768004235,0.560819769,industrial metal
